SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
 1428  285.399  -1.688  -0.001  -0.286   0.033  -0.067   0.119   0.284  -0.461  -0.280   0.122   0.009  -0.574   0.156  -0.235   0.040   0.778
 1429  285.599  -1.543  -0.044  -0.252   0.246  -0.186   0.059   0.300  -0.595  -0.299   0.080  -0.039  -0.547   0.307  -0.238   0.136   0.758
 1430  285.799  -1.085  -0.086  -0.209   0.449  -0.348  -0.006   0.307  -0.809  -0.325   0.036  -0.085  -0.499   0.443  -0.231   0.237   0.676
 1431  285.999  -0.679  -0.124  -0.160   0.634  -0.548  -0.077   0.306  -1.003  -0.356  -0.006  -0.129  -0.434   0.554  -0.218   0.328   0.559
 1432  286.199  -0.473  -0.157  -0.107   0.796  -0.768  -0.158   0.298  -1.098  -0.405  -0.038  -0.168  -0.357   0.632  -0.198   0.385   0.389
 1433  286.399  -0.399  -0.185  -0.055   0.928  -0.986  -0.248   0.286  -1.088  -0.452  -0.058  -0.203  -0.275   0.672  -0.173   0.407   0.197
 1434  286.599  -0.203  -0.208  -0.002   1.031  -1.207  -0.350   0.273  -1.107  -0.510  -0.068  -0.233  -0.192   0.669  -0.148   0.416  -0.014
 1435  286.799   0.237  -0.223   0.049   1.098  -1.428  -0.460   0.258  -1.105  -0.547  -0.075  -0.256  -0.108   0.622  -0.116   0.417  -0.234
 1436  286.999   0.707  -0.233   0.097   1.130  -1.645  -0.578   0.245  -1.086  -0.591  -0.066  -0.273  -0.031   0.532  -0.087   0.389  -0.450
 1437  287.199   1.045  -0.237   0.138   1.129  -1.843  -0.703   0.233  -0.987  -0.625  -0.060  -0.285   0.039   0.401  -0.060   0.346  -0.654
 1438  287.399   1.406  -0.235   0.173   1.096  -1.999  -0.831   0.220  -0.784  -0.638  -0.060  -0.292   0.097   0.236  -0.033   0.293  -0.824
 1439  287.599   1.846  -0.229   0.198   1.035  -2.111  -0.957   0.208  -0.556  -0.633  -0.061  -0.294   0.144   0.044  -0.009   0.233  -0.960
 1440  287.799   2.216  -0.220   0.216   0.951  -2.175  -1.077   0.194  -0.323  -0.598  -0.072  -0.291   0.182  -0.164   0.013   0.190  -1.040
 1441  287.999   2.508  -0.207   0.227   0.851  -2.187  -1.185   0.178  -0.060  -0.542  -0.078  -0.285   0.209  -0.376   0.031   0.139  -1.063
 1442  288.199   2.766  -0.193   0.230   0.739  -2.131  -1.274   0.162   0.284  -0.446  -0.081  -0.275   0.225  -0.580   0.048   0.078  -1.017
 1443  288.399   2.870  -0.177   0.226   0.624  -2.000  -1.341   0.146   0.651  -0.331  -0.080  -0.263   0.228  -0.763   0.061   0.014  -0.918
 1444  288.599   2.800  -0.160   0.217   0.506  -1.796  -1.375   0.130   1.020  -0.172  -0.079  -0.247   0.220  -0.915   0.077  -0.041  -0.762
 1445  288.799   2.637  -0.143   0.205   0.397  -1.548  -1.377   0.116   1.243  -0.010  -0.070  -0.231   0.203  -1.026   0.084  -0.080  -0.553
 1446  288.999   2.206  -0.126   0.193   0.296  -1.260  -1.343   0.103   1.441   0.171  -0.066  -0.211   0.182  -1.092   0.096  -0.106  -0.329
 1447  289.199   1.363  -0.108   0.179   0.207  -0.943  -1.273   0.090   1.583   0.350  -0.062  -0.190   0.157  -1.108   0.105  -0.125  -0.081
 1448  289.399   0.308  -0.091   0.164   0.132  -0.608  -1.169   0.078   1.675   0.521  -0.064  -0.168   0.130  -1.075   0.113  -0.134   0.168
 1449  289.599  -0.751  -0.074   0.150   0.072  -0.279  -1.034   0.063   1.646   0.673  -0.074  -0.143   0.106  -0.995   0.122  -0.120   0.398
 1450  289.799  -1.708  -0.058   0.138   0.027   0.019  -0.872   0.044   1.487   0.809  -0.094  -0.117   0.091  -0.873   0.131  -0.077   0.609
 1451  289.999  -2.325  -0.041   0.128  -0.007   0.273  -0.691   0.019   1.270   0.907  -0.124  -0.089   0.088  -0.720   0.141  -0.017   0.764
 1452  290.199  -2.486  -0.024   0.120  -0.031   0.492  -0.495  -0.012   1.094   0.977  -0.156  -0.060   0.095  -0.542   0.148   0.038   0.890
 1453  290.399  -2.396  -0.006   0.112  -0.051   0.708  -0.291  -0.050   1.080   1.022  -0.191  -0.028   0.110  -0.352   0.159   0.073   0.951
 1454  290.599  -2.040   0.012   0.105  -0.070   0.921  -0.084  -0.095   1.068   1.036  -0.226   0.006   0.133  -0.158   0.168   0.115   0.972
 1455  290.799  -1.288   0.032   0.099  -0.093   1.130   0.120  -0.146   1.043   1.021  -0.253   0.041   0.164   0.030   0.177   0.155   0.940
 1456  290.999  -0.533   0.053   0.098  -0.123   1.333   0.317  -0.200   1.016   0.985  -0.274   0.078   0.204   0.203   0.186   0.199   0.865
 1457  291.199  -0.258   0.076   0.099  -0.164   1.537   0.503  -0.257   1.021   0.929  -0.282   0.117   0.247   0.354   0.192   0.218   0.753
 1458  291.399  -0.241   0.100   0.100  -0.219   1.758   0.673  -0.312   1.108   0.848  -0.276   0.156   0.288   0.473   0.195   0.203   0.596
 1459  291.599  -0.109   0.124   0.099  -0.289   1.991   0.821  -0.363   1.163   0.743  -0.257   0.194   0.322   0.555   0.190   0.171   0.412
 1460  291.799   0.017   0.149   0.095  -0.378   2.223   0.947  -0.409   1.158   0.628  -0.228   0.230   0.348   0.595   0.183   0.129   0.197
 1461  291.999   0.048   0.173   0.089  -0.484   2.424   1.046  -0.447   1.008   0.496  -0.188   0.264   0.365   0.590   0.169   0.087  -0.023
 1462  292.199   0.020   0.195   0.079  -0.601   2.590   1.120  -0.474   0.830   0.368  -0.137   0.294   0.371   0.548   0.149   0.028  -0.210
 1463  292.399  -0.322   0.216   0.061  -0.726   2.724   1.170  -0.490   0.667   0.251  -0.081   0.320   0.360   0.475   0.129  -0.054  -0.368
 1464  292.599  -0.998   0.234   0.036  -0.849   2.821   1.197  -0.493   0.488   0.137  -0.012   0.340   0.329   0.380   0.102  -0.153  -0.473
 1465  292.799  -1.372   0.248   0.003  -0.961   2.869   1.205  -0.480   0.240   0.040   0.064   0.355   0.280   0.276   0.073  -0.249  -0.522
 1466  292.999  -1.140   0.258  -0.036  -1.056   2.854   1.198  -0.451  -0.075  -0.037   0.142   0.364   0.213   0.173   0.044  -0.333  -0.513
 1467  293.199  -0.790   0.263  -0.078  -1.126   2.784   1.176  -0.407  -0.352  -0.109   0.223   0.366   0.130   0.082   0.012  -0.413  -0.458
 1468  293.400  -0.610   0.262  -0.122  -1.164   2.676   1.143  -0.348  -0.539  -0.165   0.293   0.362   0.034   0.010  -0.019  -0.482  -0.360
 1469  293.600  -0.426   0.256  -0.166  -1.166   2.542   1.097  -0.277  -0.667  -0.230   0.356   0.351  -0.074  -0.039  -0.055  -0.539  -0.242
 1470  293.800  -0.332   0.244  -0.207  -1.129   2.379   1.041  -0.199  -0.815  -0.280   0.390   0.334  -0.182  -0.059  -0.087  -0.542  -0.103
 1471  294.000  -0.537   0.227  -0.240  -1.055   2.179   0.975  -0.117  -1.004  -0.333   0.409   0.309  -0.285  -0.053  -0.121  -0.513   0.030
 1472  294.200  -0.858   0.203  -0.265  -0.945   1.941   0.897  -0.035  -1.189  -0.389   0.414   0.279  -0.377  -0.022  -0.155  -0.462   0.155
 1473  294.400  -1.112   0.174  -0.284  -0.802   1.685   0.809   0.047  -1.281  -0.439   0.409   0.241  -0.460   0.030  -0.186  -0.415   0.263
 1474  294.600  -1.327   0.139  -0.294  -0.631   1.406   0.708   0.127  -1.393  -0.504   0.398   0.198  -0.532   0.098  -0.219  -0.359   0.339
 1475  294.800  -1.323   0.100  -0.297  -0.439   1.095   0.598   0.202  -1.558  -0.554   0.376   0.149  -0.589   0.176  -0.245  -0.284   0.390
 1476  295.000  -0.845   0.056  -0.291  -0.234   0.736   0.476   0.272  -1.792  -0.610   0.353   0.095  -0.628   0.256  -0.268  -0.196   0.399
 1477  295.200  -0.122   0.010  -0.276  -0.022   0.351   0.343   0.339  -1.928  -0.665   0.331   0.038  -0.652   0.331  -0.286  -0.120   0.375
 1478  295.400   0.411  -0.039  -0.255   0.189  -0.044   0.199   0.399  -1.974  -0.719   0.303  -0.022  -0.663   0.394  -0.298  -0.057   0.312
 1479  295.600   0.728  -0.087  -0.229   0.391  -0.425   0.046   0.453  -1.903  -0.765   0.271  -0.082  -0.664   0.438  -0.303  -0.005   0.223
 1480  295.800   1.053  -0.135  -0.197   0.578  -0.806  -0.113   0.498  -1.904  -0.793   0.220  -0.141  -0.649   0.461  -0.297   0.076   0.116
 1481  296.000   1.359  -0.180  -0.159   0.744  -1.207  -0.276   0.530  -2.008  -0.814   0.163  -0.198  -0.614   0.459  -0.284   0.175  -0.012
 1482  296.200   1.280  -0.222  -0.116   0.887  -1.635  -0.437   0.548  -2.141  -0.804   0.088  -0.251  -0.556   0.435  -0.262   0.289  -0.118
 1483  296.400   0.611  -0.258  -0.071   1.003  -2.077  -0.591   0.549  -2.207  -0.770   0.006  -0.297  -0.479   0.391  -0.231   0.385  -0.221
 1484  296.600  -0.120  -0.287  -0.028   1.092  -2.514  -0.732   0.532  -2.185  -0.707  -0.086  -0.336  -0.386   0.332  -0.194   0.469  -0.294
 1485  296.800  -0.158  -0.309   0.012   1.152  -2.945  -0.853   0.494  -2.157  -0.605  -0.187  -0.365  -0.274   0.266  -0.147   0.559  -0.333
 1486  297.000   0.388  -0.322   0.051   1.186  -3.378  -0.951   0.438  -2.164  -0.488  -0.283  -0.385  -0.143   0.197  -0.098   0.651  -0.341
 1487  297.200   0.812  -0.326   0.089   1.194  -3.796  -1.018   0.362  -2.088  -0.337  -0.376  -0.393   0.003   0.134  -0.040   0.734  -0.319
 1488  297.400   1.072  -0.319   0.123   1.179  -4.176  -1.053   0.272  -1.900  -0.173  -0.450  -0.389   0.160   0.081   0.019   0.782  -0.263
 1489  297.600   1.544  -0.302   0.153   1.139  -4.466  -1.051   0.172  -1.448   0.010  -0.501  -0.372   0.315   0.042   0.084   0.775  -0.196
 1490  297.800   2.010  -0.276   0.176   1.078  -4.642  -1.016   0.069  -0.881   0.173  -0.515  -0.344   0.458   0.015   0.141   0.716  -0.133
 1491  298.000   2.125  -0.240   0.193   0.991  -4.682  -0.949  -0.031  -0.202   0.337  -0.500  -0.304   0.581  -0.002   0.200   0.616  -0.088
 1492  298.200   2.189  -0.197   0.205   0.881  -4.592  -0.856  -0.120   0.453   0.463  -0.448  -0.255   0.678  -0.017   0.245   0.484  -0.071
 1493  298.400   2.289  -0.148   0.211   0.746  -4.377  -0.745  -0.195   1.075   0.555  -0.374  -0.199   0.745  -0.035   0.279   0.335  -0.093
 1494  298.600   1.906  -0.096   0.212   0.587  -4.045  -0.623  -0.253   1.659   0.611  -0.289  -0.139   0.780  -0.067   0.302   0.176  -0.159
 1495  298.800   1.089  -0.043   0.206   0.406  -3.611  -0.501  -0.293   2.170   0.611  -0.201  -0.078   0.783  -0.119   0.306   0.013  -0.261
 1496  299.000   0.603   0.010   0.192   0.204  -3.073  -0.383  -0.317   2.688   0.588  -0.121  -0.017   0.753  -0.197   0.303  -0.148  -0.391
 1497  299.200   0.611   0.059   0.171  -0.010  -2.461  -0.279  -0.326   3.063   0.518  -0.043   0.040   0.694  -0.303   0.283  -0.296  -0.526
 1498  299.400   0.576   0.104   0.144  -0.229  -1.813  -0.194  -0.321   3.239   0.426   0.023   0.090   0.613  -0.431   0.253  -0.404  -0.643
 1499  299.600   0.385   0.143   0.114  -0.444  -1.158  -0.126  -0.306   3.275   0.341   0.077   0.134   0.518  -0.575   0.219  -0.478  -0.717
 1500  299.800   0.275   0.175   0.082  -0.643  -0.513  -0.075  -0.282   3.223   0.255   0.120   0.170   0.412  -0.721   0.178  -0.531  -0.732
 1501  300.000   0.054   0.200   0.046  -0.818   0.131  -0.036  -0.251   3.220   0.196   0.152   0.197   0.296  -0.855   0.138  -0.580  -0.670
 1502  300.200  -0.527   0.216   0.008  -0.958   0.776  -0.005  -0.216   3.225   0.155   0.179   0.216   0.171  -0.963   0.094  -0.621  -0.539
 1503  300.400  -1.156   0.225  -0.030  -1.055   1.396   0.026  -0.177   3.100   0.152   0.192   0.227   0.047  -1.030   0.055  -0.623  -0.336
 1504  300.600  -1.440   0.226  -0.063  -1.106   1.952   0.060  -0.138   2.783   0.170   0.196   0.231  -0.069  -1.046   0.017  -0.577  -0.083
 1505  300.800  -1.577   0.219  -0.087  -1.106   2.436   0.104  -0.100   2.421   0.220   0.188   0.227  -0.169  -1.003  -0.016  -0.499   0.218
 1506  301.000  -2.006   0.206  -0.103  -1.056   2.855   0.158  -0.065   2.091   0.272   0.177   0.218  -0.253  -0.898  -0.047  -0.423   0.523
 1507  301.200  -2.683   0.186  -0.112  -0.959   3.223   0.223  -0.033   1.841   0.323   0.158   0.203  -0.323  -0.736  -0.075  -0.348   0.809
 1508  301.400  -3.001   0.160  -0.114  -0.822   3.534   0.295  -0.007   1.554   0.364   0.133   0.183  -0.376  -0.526  -0.098  -0.265   1.053
 1509  301.600  -2.544   0.131  -0.107  -0.656   3.762   0.373   0.014   1.141   0.387   0.102   0.160  -0.407  -0.281  -0.115  -0.155   1.223
 1510  301.800  -1.678   0.098  -0.089  -0.469   3.893   0.447   0.029   0.658   0.372   0.079   0.134  -0.416  -0.018  -0.131  -0.045   1.317
 1511  302.000  -1.164   0.065  -0.065  -0.273   3.935   0.514   0.040   0.207   0.336   0.051   0.106  -0.405   0.247  -0.139   0.053   1.324
 1512  302.200  -1.245   0.032  -0.038  -0.079   3.905   0.570   0.044  -0.150   0.279   0.023   0.078  -0.380   0.499  -0.140   0.124   1.261
 1513  302.400  -1.460   0.001  -0.010   0.104   3.796   0.610   0.042  -0.544   0.199  -0.011   0.051  -0.342   0.724  -0.136   0.191   1.123
 1514  302.600  -1.387  -0.026   0.017   0.267   3.595   0.630   0.034  -1.003   0.097  -0.042   0.025  -0.291   0.907  -0.127   0.257   0.917
 1515  302.800  -1.133  -0.048   0.044   0.401   3.292   0.627   0.020  -1.517  -0.014  -0.069   0.003  -0.227   1.041  -0.113   0.320   0.666
 1516  303.000  -0.955  -0.066   0.068   0.503   2.895   0.600   0.003  -1.986  -0.135  -0.083  -0.017  -0.156   1.116  -0.097   0.356   0.376
 1517  303.200  -0.719  -0.077   0.087   0.569   2.447   0.548  -0.014  -2.236  -0.257  -0.085  -0.033  -0.085   1.130  -0.080   0.354   0.073
 1518  303.400  -0.096  -0.083   0.100   0.596   1.985   0.474  -0.029  -2.311  -0.371  -0.076  -0.045  -0.021   1.083  -0.061   0.319  -0.239
 1519  303.600   0.754  -0.084   0.107   0.588   1.530   0.378  -0.039  -2.276  -0.480  -0.050  -0.054   0.031   0.977  -0.047   0.259  -0.529
 1520  303.800   1.339  -0.081   0.108   0.545   1.103   0.267  -0.043  -2.135  -0.558  -0.018  -0.060   0.068   0.820  -0.030   0.188  -0.786
 1521  304.000   1.656  -0.075   0.105   0.474   0.707   0.141  -0.037  -1.981  -0.627   0.028  -0.064   0.089   0.619  -0.021   0.104  -1.002
 1522  304.200   2.112  -0.068   0.095   0.379   0.361   0.009  -0.021  -1.732  -0.661   0.079  -0.067   0.090   0.389  -0.014   0.005  -1.153
 1523  304.400   2.650  -0.060   0.081   0.271   0.075  -0.126   0.003  -1.427  -0.677   0.122  -0.070   0.072   0.141  -0.013  -0.089  -1.239
 1524  304.600   2.834  -0.053   0.061   0.155  -0.140  -0.258   0.035  -1.077  -0.659   0.157  -0.072   0.036  -0.112  -0.012  -0.183  -1.262
 1525  304.800   2.694  -0.047   0.037   0.041  -0.309  -0.381   0.070  -0.847  -0.613   0.175  -0.075  -0.012  -0.352  -0.013  -0.236  -1.200
 1526  305.000   2.525  -0.043   0.012  -0.061  -0.457  -0.488   0.105  -0.738  -0.539   0.178  -0.078  -0.061  -0.565  -0.015  -0.248  -1.066
 1527  305.200   2.149  -0.040  -0.010  -0.143  -0.601  -0.574   0.138  -0.721  -0.426   0.165  -0.081  -0.106  -0.735  -0.014  -0.226  -0.854
 1528  305.400   1.292  -0.040  -0.030  -0.200  -0.743  -0.633   0.167  -0.711  -0.299   0.145  -0.084  -0.146  -0.854  -0.015  -0.199  -0.594
 1529  305.600   0.249  -0.040  -0.051  -0.228  -0.870  -0.661   0.189  -0.632  -0.137   0.111  -0.086  -0.180  -0.910  -0.011  -0.168  -0.280
 1530  305.800  -0.532  -0.042  -0.070  -0.226  -0.989  -0.653   0.203  -0.596   0.037   0.069  -0.087  -0.204  -0.900  -0.005  -0.123   0.050
 1531  306.000  -1.011  -0.044  -0.086  -0.191  -1.132  -0.613   0.207  -0.716   0.202   0.021  -0.087  -0.214  -0.825   0.001  -0.047   0.379
 1532  306.200  -1.331  -0.046  -0.097  -0.131  -1.305  -0.537   0.201  -0.863   0.378  -0.034  -0.084  -0.205  -0.686   0.015   0.047   0.692
 1533  306.400  -1.544  -0.048  -0.103  -0.047  -1.496  -0.432   0.184  -0.958   0.527  -0.085  -0.078  -0.178  -0.494   0.028   0.131   0.961
 1534  306.600  -1.693  -0.048  -0.105   0.050  -1.672  -0.303   0.156  -0.878   0.645  -0.137  -0.070  -0.139  -0.264   0.044   0.197   1.151
 1535  306.800  -1.647  -0.046  -0.104   0.153  -1.805  -0.158   0.118  -0.665   0.726  -0.191  -0.057  -0.088  -0.012   0.061   0.253   1.258
 1536  307.000  -1.070  -0.041  -0.097   0.245  -1.890  -0.005   0.068  -0.423   0.761  -0.247  -0.042  -0.024   0.238   0.079   0.322   1.249
 1537  307.200   0.004  -0.034  -0.083   0.320  -1.937   0.143   0.010  -0.235   0.740  -0.294  -0.023   0.054   0.465   0.094   0.392   1.136
 1538  307.400   0.885  -0.023  -0.062   0.366  -1.930   0.280  -0.056   0.034   0.687  -0.329  -0.001   0.143   0.653   0.109   0.442   0.940
 1539  307.600   0.992  -0.009  -0.037   0.378  -1.857   0.400  -0.125   0.362   0.600  -0.342   0.023   0.232   0.788   0.122   0.447   0.677
 1540  307.800   0.518   0.009  -0.013   0.350  -1.716   0.497  -0.191   0.706   0.482  -0.332   0.050   0.315   0.860   0.130   0.411   0.360
 1541  308.000   0.032   0.030   0.009   0.282  -1.527   0.567  -0.250   0.947   0.352  -0.298   0.076   0.384   0.865   0.135   0.346   0.026
 1542  308.200  -0.264   0.052   0.027   0.179  -1.322   0.608  -0.298   1.026   0.207  -0.235   0.103   0.435   0.806   0.131   0.256  -0.299
 1543  308.400  -0.506   0.075   0.041   0.047  -1.127   0.619  -0.329   0.973   0.054  -0.159   0.127   0.466   0.684   0.121   0.157  -0.606
 1544  308.600  -0.678   0.098   0.047  -0.109  -0.945   0.601  -0.343   0.911  -0.088  -0.070   0.148   0.473   0.511   0.106   0.032  -0.866
 1545  308.800  -0.573   0.119   0.044  -0.274  -0.770   0.557  -0.339   0.876  -0.221   0.019   0.165   0.453   0.300   0.086  -0.101  -1.056
 1546  309.000  -0.204   0.137   0.033  -0.441  -0.589   0.489  -0.319   0.904  -0.343   0.103   0.177   0.406   0.063   0.062  -0.231  -1.185
 1547  309.200   0.136   0.151   0.014  -0.594  -0.402   0.402  -0.282   0.935  -0.434   0.183   0.184   0.336  -0.180   0.034  -0.353  -1.212
 1548  309.400   0.250   0.161  -0.009  -0.721  -0.207   0.303  -0.231   0.976  -0.494   0.253   0.185   0.245  -0.409   0.004  -0.454  -1.147
 1549  309.600   0.196   0.164  -0.036  -0.813  -0.014   0.199  -0.169   0.963  -0.519   0.313   0.180   0.139  -0.608  -0.027  -0.528  -0.996
 1550  309.801   0.087   0.160  -0.063  -0.861   0.174   0.097  -0.098   0.943  -0.508   0.356   0.168   0.025  -0.761  -0.058  -0.572  -0.763
 1551  310.001  -0.030   0.150  -0.088  -0.860   0.359   0.002  -0.021   0.925  -0.475   0.384   0.150  -0.093  -0.858  -0.090  -0.592  -0.486
 1552  310.201  -0.101   0.132  -0.110  -0.809   0.538  -0.081   0.058   0.895  -0.418   0.394   0.126  -0.211  -0.893  -0.120  -0.586  -0.177
 1553  310.401  -0.065   0.107  -0.127  -0.710   0.705  -0.153   0.135   0.835  -0.359   0.387   0.096  -0.320  -0.868  -0.150  -0.548   0.126
 1554  310.601   0.087   0.076  -0.136  -0.567   0.850  -0.212   0.209   0.723  -0.293   0.368   0.061  -0.416  -0.786  -0.175  -0.479   0.410
 1555  310.801   0.200   0.040  -0.134  -0.390   0.955  -0.257   0.276   0.528  -0.227   0.333   0.022  -0.492  -0.655  -0.195  -0.378   0.653
 1556  311.001  -0.001   0.000  -0.123  -0.185   1.020  -0.291   0.334   0.322  -0.169   0.290  -0.020  -0.545  -0.486  -0.211  -0.268   0.847
 1557  311.201  -0.582  -0.043  -0.104   0.036   1.039  -0.316   0.381   0.096  -0.125   0.237  -0.065  -0.576  -0.291  -0.221  -0.157   0.975
 1558  311.401  -1.205  -0.087  -0.079   0.262   1.006  -0.334   0.416  -0.164  -0.092   0.174  -0.110  -0.585  -0.084  -0.225  -0.043   1.036
 1559  311.601  -1.484  -0.129  -0.050   0.481   0.906  -0.348   0.436  -0.500  -0.068   0.100  -0.153  -0.569   0.121  -0.218   0.080   1.025
 1560  311.801  -1.396  -0.169  -0.017   0.683   0.729  -0.358   0.439  -0.887  -0.049   0.017  -0.194  -0.526   0.314  -0.203   0.214   0.961
 1561  312.001  -1.113  -0.205   0.018   0.859   0.476  -0.366   0.425  -1.265  -0.043  -0.073  -0.230  -0.456   0.480  -0.179   0.349   0.834
 1562  312.201  -0.756  -0.233   0.055   1.000   0.175  -0.372   0.391  -1.503  -0.028  -0.169  -0.259  -0.362   0.617  -0.145   0.470   0.680
 1563  312.401  -0.359  -0.253   0.091   1.103  -0.145  -0.376   0.338  -1.598  -0.019  -0.267  -0.280  -0.247   0.715  -0.104   0.578   0.492
 1564  312.601   0.125  -0.264   0.127   1.161  -0.464  -0.376   0.265  -1.597   0.001  -0.362  -0.290  -0.112   0.773  -0.054   0.675   0.291
 1565  312.801   0.751  -0.264   0.163   1.173  -0.769  -0.370   0.178  -1.524   0.026  -0.438  -0.290   0.038   0.790   0.000   0.747   0.087
 1566  313.001   1.294  -0.253   0.197   1.138  -1.037  -0.358   0.080  -1.343   0.062  -0.487  -0.279   0.193   0.768   0.058   0.775  -0.113
 1567  313.201   1.471  -0.231   0.227   1.058  -1.251  -0.339  -0.020  -1.068   0.096  -0.501  -0.256   0.342   0.707   0.113   0.748  -0.302
 1568  313.401   1.424  -0.200   0.249   0.935  -1.389  -0.310  -0.117  -0.689   0.143  -0.483  -0.223   0.475   0.614   0.166   0.665  -0.466
 1569  313.601   1.456  -0.162   0.263   0.775  -1.438  -0.272  -0.202  -0.246   0.190  -0.429  -0.181   0.581   0.493   0.209   0.529  -0.604
 1570  313.801   1.493  -0.117   0.267   0.583  -1.411  -0.227  -0.274   0.137   0.226  -0.357  -0.133   0.657   0.347   0.243   0.378  -0.729
